LCLid,tstp,energy(kWh/hh)
MAC000002,1/14/2013 20:00,1.007
MAC000002,1/14/2013 20:30,0.217
MAC000002,1/14/2013 21:00,0.257
MAC000002,1/14/2013 21:30,0.227
MAC000002,1/14/2013 22:00,0.276
MAC000002,1/14/2013 22:30,0.232
MAC000002,1/14/2013 23:00,0.274
MAC000002,1/14/2013 23:30,0.25
MAC000002,1/15/2013 0:00,0.232
MAC000002,1/15/2013 0:30,0.248
MAC000002,1/15/2013 1:00,0.222
MAC000002,1/15/2013 1:30,0.259
MAC000002,1/15/2013 2:00,0.128
MAC000002,1/15/2013 2:30,0.127
MAC000002,1/15/2013 3:00,0.085
MAC000002,1/15/2013 3:30,0.113
MAC000002,1/15/2013 4:00,0.097
MAC000002,1/15/2013 4:30,0.098
MAC000002,1/15/2013 5:00,0.108
MAC000002,1/15/2013 5:30,0.086
MAC000002,1/15/2013 6:00,0.119
MAC000002,1/15/2013 6:30,0.074
MAC000002,1/15/2013 7:00,0.116
MAC000002,1/15/2013 7:30,0.073
MAC000002,1/15/2013 8:00,0.115
MAC000002,1/15/2013 8:30,0.073
MAC000002,1/15/2013 9:00,0.158
MAC000002,1/15/2013 9:30,0.101
MAC000002,1/15/2013 10:00,0.651
MAC000002,1/15/2013 10:30,0.235
MAC000002,1/15/2013 11:00,0.138
MAC000002,1/15/2013 11:30,0.111
MAC000002,1/15/2013 12:00,0.114
MAC000002,1/15/2013 12:30,0.114
MAC000002,1/15/2013 13:00,0.11
MAC000002,1/15/2013 13:30,0.115
MAC000002,1/15/2013 14:00,0.515
MAC000002,1/15/2013 14:30,0.142
MAC000002,1/15/2013 15:00,0.096
MAC000002,1/15/2013 15:30,0.132
MAC000002,1/15/2013 16:00,0.104
MAC000002,1/15/2013 16:30,0.122
MAC000002,1/15/2013 17:00,0.112
MAC000002,1/15/2013 17:30,0.235
MAC000002,1/15/2013 18:00,0.283
MAC000002,1/15/2013 18:30,0.472
MAC000002,1/15/2013 19:00,0.283
MAC000002,1/15/2013 19:30,1.187
MAC000002,1/15/2013 20:00,0.235
MAC000002,1/15/2013 20:30,0.232
MAC000002,1/15/2013 21:00,0.219
MAC000002,1/15/2013 21:30,0.249
MAC000002,1/15/2013 22:00,0.205
MAC000002,1/15/2013 22:30,0.271
MAC000002,1/15/2013 23:00,0.263
MAC000002,1/15/2013 23:30,0.253
MAC000002,1/16/2013 0:00,0.248
MAC000002,1/16/2013 0:30,0.335
MAC000002,1/16/2013 1:00,0.29
MAC000002,1/16/2013 1:30,0.205
MAC000002,1/16/2013 2:00,0.153
MAC000002,1/16/2013 2:30,0.079
MAC000002,1/16/2013 3:00,0.124
MAC000002,1/16/2013 3:30,0.076
MAC000002,1/16/2013 4:00,0.121
MAC000002,1/16/2013 4:30,0.074
MAC000002,1/16/2013 5:00,0.119
MAC000002,1/16/2013 5:30,0.074
MAC000002,1/16/2013 6:00,0.119
MAC000002,1/16/2013 6:30,0.074
MAC000002,1/16/2013 7:00,0.116
MAC000002,1/16/2013 7:30,0.077
MAC000002,1/16/2013 8:00,0.11
MAC000002,1/16/2013 8:30,0.101
MAC000002,1/16/2013 9:00,0.237
MAC000002,1/16/2013 9:30,0.161
MAC000002,1/16/2013 10:00,0.575
MAC000002,1/16/2013 10:30,0.263
MAC000002,1/16/2013 11:00,0.488
MAC000002,1/16/2013 11:30,0.326
MAC000002,1/16/2013 12:00,0.311
MAC000002,1/16/2013 12:30,0.192
MAC000002,1/16/2013 13:00,1.112
MAC000002,1/16/2013 13:30,1.39
MAC000002,1/16/2013 14:00,1.4220001
MAC000002,1/16/2013 14:30,0.172
MAC000002,1/16/2013 15:00,0.198
MAC000002,1/16/2013 15:30,0.149
MAC000002,1/16/2013 16:00,0.195
MAC000002,1/16/2013 16:30,0.155
MAC000002,1/16/2013 17:00,0.186
MAC000002,1/16/2013 17:30,0.22
MAC000002,1/16/2013 18:00,0.315
MAC000002,1/16/2013 18:30,0.283
MAC000002,1/16/2013 19:00,0.25
MAC000002,1/16/2013 19:30,0.27
MAC000002,1/16/2013 20:00,0.316
MAC000002,1/16/2013 20:30,1.193
MAC000002,1/16/2013 21:00,0.271
MAC000002,1/16/2013 21:30,0.24
MAC000002,1/16/2013 22:00,0.274
MAC000002,1/16/2013 22:30,0.242
MAC000002,1/16/2013 23:00,0.266
MAC000002,1/16/2013 23:30,0.241
MAC000002,1/17/2013 0:00,0.218
MAC000002,1/17/2013 0:30,0.252
MAC000002,1/17/2013 1:00,0.236
MAC000002,1/17/2013 1:30,0.251
MAC000002,1/17/2013 2:00,0.212
MAC000002,1/17/2013 2:30,0.246
MAC000002,1/17/2013 3:00,0.171
MAC000002,1/17/2013 3:30,0.101
MAC000002,1/17/2013 4:00,0.116
MAC000002,1/17/2013 4:30,0.079
MAC000002,1/17/2013 5:00,0.117
MAC000002,1/17/2013 5:30,0.075
MAC000002,1/17/2013 6:00,0.117
MAC000002,1/17/2013 6:30,0.074
MAC000002,1/17/2013 7:00,0.115
MAC000002,1/17/2013 7:30,0.08
MAC000002,1/17/2013 8:00,0.106
MAC000002,1/17/2013 8:30,0.087
MAC000002,1/17/2013 9:00,0.173
MAC000002,1/17/2013 9:30,0.118
MAC000002,1/17/2013 10:00,0.445
MAC000002,1/17/2013 10:30,0.341
MAC000002,1/17/2013 11:00,0.181
MAC000002,1/17/2013 11:30,0.151
MAC000002,1/17/2013 12:00,0.109
MAC000002,1/17/2013 12:30,0.12
MAC000002,1/17/2013 13:00,0.078
MAC000002,1/17/2013 13:30,0.529
MAC000002,1/17/2013 14:00,0.249
MAC000002,1/17/2013 14:30,0.115
MAC000002,1/17/2013 15:00,0.117
MAC000002,1/17/2013 15:30,0.112
MAC000002,1/17/2013 16:00,0.085
MAC000002,1/17/2013 16:30,0.136
MAC000002,1/17/2013 17:00,0.097
MAC000002,1/17/2013 17:30,0.095
MAC000002,1/17/2013 18:00,0.19
MAC000002,1/17/2013 18:30,0.306
MAC000002,1/17/2013 19:00,0.424
MAC000002,1/17/2013 19:30,0.227
MAC000002,1/17/2013 20:00,1.016
MAC000002,1/17/2013 20:30,0.271
MAC000002,1/17/2013 21:00,0.241
MAC000002,1/17/2013 21:30,0.253
MAC000002,1/17/2013 22:00,0.252
MAC000002,1/17/2013 22:30,0.268
MAC000002,1/17/2013 23:00,0.239
MAC000002,1/17/2013 23:30,0.266
MAC000002,1/18/2013 0:00,0.201
MAC000002,1/18/2013 0:30,0.249
MAC000002,1/18/2013 1:00,0.22
MAC000002,1/18/2013 1:30,0.247
MAC000002,1/18/2013 2:00,0.239
MAC000002,1/18/2013 2:30,0.231
MAC000002,1/18/2013 3:00,0.254
MAC000002,1/18/2013 3:30,0.218
MAC000002,1/18/2013 4:00,0.26
MAC000002,1/18/2013 4:30,0.165
MAC000002,1/18/2013 5:00,0.129
MAC000002,1/18/2013 5:30,0.087
MAC000002,1/18/2013 6:00,0.108
MAC000002,1/18/2013 6:30,0.099
MAC000002,1/18/2013 7:00,0.094
MAC000002,1/18/2013 7:30,0.11
MAC000002,1/18/2013 8:00,0.079
MAC000002,1/18/2013 8:30,0.115
MAC000002,1/18/2013 9:00,0.072
MAC000002,1/18/2013 9:30,0.173
MAC000002,1/18/2013 10:00,0.111
MAC000002,1/18/2013 10:30,0.113
MAC000002,1/18/2013 11:00,0.113
MAC000002,1/18/2013 11:30,0.213
MAC000002,1/18/2013 12:00,0.524
MAC000002,1/18/2013 12:30,0.517
MAC000002,1/18/2013 13:00,0.344
MAC000002,1/18/2013 13:30,0.218
MAC000002,1/18/2013 14:00,0.163
MAC000002,1/18/2013 14:30,0.142
MAC000002,1/18/2013 15:00,0.151
MAC000002,1/18/2013 15:30,0.338
MAC000002,1/18/2013 16:00,0.357
MAC000002,1/18/2013 16:30,0.529
MAC000002,1/18/2013 17:00,0.236
MAC000002,1/18/2013 17:30,0.325
MAC000002,1/18/2013 18:00,0.587
MAC000002,1/18/2013 18:30,0.511
MAC000002,1/18/2013 19:00,0.499
MAC000002,1/18/2013 19:30,0.535
MAC000002,1/18/2013 20:00,1.358
MAC000002,1/18/2013 20:30,0.494
MAC000002,1/18/2013 21:00,0.475
MAC000002,1/18/2013 21:30,0.512
MAC000002,1/18/2013 22:00,0.928
MAC000002,1/18/2013 22:30,1.3
MAC000002,1/18/2013 23:00,1.2460001
MAC000002,1/18/2013 23:30,0.733
MAC000002,1/19/2013 0:00,0.183
MAC000002,1/19/2013 0:30,0.186
MAC000002,1/19/2013 1:00,0.171
MAC000002,1/19/2013 1:30,0.159
MAC000002,1/19/2013 2:00,0.172
MAC000002,1/19/2013 2:30,0.113
MAC000002,1/19/2013 3:00,0.118
MAC000002,1/19/2013 3:30,0.077
MAC000002,1/19/2013 4:00,0.119
MAC000002,1/19/2013 4:30,0.075
MAC000002,1/19/2013 5:00,0.118
MAC000002,1/19/2013 5:30,0.074
MAC000002,1/19/2013 6:00,0.117
MAC000002,1/19/2013 6:30,0.074
MAC000002,1/19/2013 7:00,0.116
MAC000002,1/19/2013 7:30,0.074
MAC000002,1/19/2013 8:00,0.115
MAC000002,1/19/2013 8:30,0.074
MAC000002,1/19/2013 9:00,0.114
MAC000002,1/19/2013 9:30,0.093
MAC000002,1/19/2013 10:00,0.175
MAC000002,1/19/2013 10:30,0.94
MAC000002,1/19/2013 11:00,1.311
MAC000002,1/19/2013 11:30,1.461
MAC000002,1/19/2013 12:00,1.21
MAC000002,1/19/2013 12:30,0.737
MAC000002,1/19/2013 13:00,1.087
MAC000002,1/19/2013 13:30,0.394
MAC000002,1/19/2013 14:00,0.141
MAC000002,1/19/2013 14:30,0.187
MAC000002,1/19/2013 15:00,0.143
MAC000002,1/19/2013 15:30,0.184
MAC000002,1/19/2013 16:00,0.155
MAC000002,1/19/2013 16:30,0.316
MAC000002,1/19/2013 17:00,0.496
MAC000002,1/19/2013 17:30,0.246
MAC000002,1/19/2013 18:00,0.34
MAC000002,1/19/2013 18:30,0.609
MAC000002,1/19/2013 19:00,0.342
MAC000002,1/19/2013 19:30,0.292
MAC000002,1/19/2013 20:00,1.021
MAC000002,1/19/2013 20:30,0.202
MAC000002,1/19/2013 21:00,0.26
MAC000002,1/19/2013 21:30,0.207
MAC000002,1/19/2013 22:00,0.25
MAC000002,1/19/2013 22:30,0.212
MAC000002,1/19/2013 23:00,0.246
MAC000002,1/19/2013 23:30,0.236
MAC000002,1/20/2013 0:00,0.257
MAC000002,1/20/2013 0:30,0.226
MAC000002,1/20/2013 1:00,0.231
MAC000002,1/20/2013 1:30,0.234
MAC000002,1/20/2013 2:00,0.186
MAC000002,1/20/2013 2:30,0.119
MAC000002,1/20/2013 3:00,0.084
MAC000002,1/20/2013 3:30,0.121
MAC000002,1/20/2013 4:00,0.076
MAC000002,1/20/2013 4:30,0.121
MAC000002,1/20/2013 5:00,0.075
MAC000002,1/20/2013 5:30,0.121
MAC000002,1/20/2013 6:00,0.075
MAC000002,1/20/2013 6:30,0.119
MAC000002,1/20/2013 7:00,0.076
MAC000002,1/20/2013 7:30,0.117
MAC000002,1/20/2013 8:00,0.074
MAC000002,1/20/2013 8:30,0.116
MAC000002,1/20/2013 9:00,0.074
MAC000002,1/20/2013 9:30,0.115
MAC000002,1/20/2013 10:00,0.073
MAC000002,1/20/2013 10:30,0.114
MAC000002,1/20/2013 11:00,0.073
MAC000002,1/20/2013 11:30,0.152
MAC000002,1/20/2013 12:00,0.445
MAC000002,1/20/2013 12:30,0.249
MAC000002,1/20/2013 13:00,0.29
MAC000002,1/20/2013 13:30,0.189
MAC000002,1/20/2013 14:00,0.174
MAC000002,1/20/2013 14:30,0.433
MAC000002,1/20/2013 15:00,0.331
MAC000002,1/20/2013 15:30,0.234
MAC000002,1/20/2013 16:00,0.623
MAC000002,1/20/2013 16:30,0.436
MAC000002,1/20/2013 17:00,0.216
MAC000002,1/20/2013 17:30,0.647
MAC000002,1/20/2013 18:00,0.412
MAC000002,1/20/2013 18:30,0.235
MAC000002,1/20/2013 19:00,0.318
MAC000002,1/20/2013 19:30,0.267
MAC000002,1/20/2013 20:00,1.151
MAC000002,1/20/2013 20:30,0.213
MAC000002,1/20/2013 21:00,0.321
MAC000002,1/20/2013 21:30,0.288
MAC000002,1/20/2013 22:00,0.234
MAC000002,1/20/2013 22:30,0.278
MAC000002,1/20/2013 23:00,0.241
MAC000002,1/20/2013 23:30,0.276
MAC000002,1/21/2013 0:00,0.21
MAC000002,1/21/2013 0:30,0.251
MAC000002,1/21/2013 1:00,0.211
MAC000002,1/21/2013 1:30,0.263
MAC000002,1/21/2013 2:00,0.213
MAC000002,1/21/2013 2:30,0.242
MAC000002,1/21/2013 3:00,0.082
MAC000002,1/21/2013 3:30,0.126
MAC000002,1/21/2013 4:00,0.074
MAC000002,1/21/2013 4:30,0.122
MAC000002,1/21/2013 5:00,0.074
MAC000002,1/21/2013 5:30,0.12
MAC000002,1/21/2013 6:00,0.075
MAC000002,1/21/2013 6:30,0.119
MAC000002,1/21/2013 7:00,0.075
MAC000002,1/21/2013 7:30,0.115
MAC000002,1/21/2013 8:00,0.076
MAC000002,1/21/2013 8:30,0.113
MAC000002,1/21/2013 9:00,0.078
MAC000002,1/21/2013 9:30,0.11
MAC000002,1/21/2013 10:00,0.119
MAC000002,1/21/2013 10:30,0.22
MAC000002,1/21/2013 11:00,0.419
MAC000002,1/21/2013 11:30,0.552
MAC000002,1/21/2013 12:00,0.169
MAC000002,1/21/2013 12:30,0.158
MAC000002,1/21/2013 13:00,0.151
MAC000002,1/21/2013 13:30,0.131
MAC000002,1/21/2013 14:00,0.653
MAC000002,1/21/2013 14:30,1.3710001
MAC000002,1/21/2013 15:00,0.559
MAC000002,1/21/2013 15:30,0.359
MAC000002,1/21/2013 16:00,0.457
MAC000002,1/21/2013 16:30,0.203
MAC000002,1/21/2013 17:00,0.242
MAC000002,1/21/2013 17:30,0.244
MAC000002,1/21/2013 18:00,0.27
MAC000002,1/21/2013 18:30,0.265
MAC000002,1/21/2013 19:00,0.276
MAC000002,1/21/2013 19:30,0.233
MAC000002,1/21/2013 20:00,0.889
MAC000002,1/21/2013 20:30,0.251
MAC000002,1/21/2013 21:00,0.232
MAC000002,1/21/2013 21:30,0.258
MAC000002,1/21/2013 22:00,0.244
MAC000002,1/21/2013 22:30,0.271
MAC000002,1/21/2013 23:00,0.235
MAC000002,1/21/2013 23:30,0.276
MAC000002,1/22/2013 0:00,0.208
MAC000002,1/22/2013 0:30,0.251
MAC000002,1/22/2013 1:00,0.219
MAC000002,1/22/2013 1:30,0.251
MAC000002,1/22/2013 2:00,0.23
MAC000002,1/22/2013 2:30,0.153
MAC000002,1/22/2013 3:00,0.109
MAC000002,1/22/2013 3:30,0.091
MAC000002,1/22/2013 4:00,0.116
MAC000002,1/22/2013 4:30,0.077
MAC000002,1/22/2013 5:00,0.117
MAC000002,1/22/2013 5:30,0.074
MAC000002,1/22/2013 6:00,0.118
MAC000002,1/22/2013 6:30,0.074
MAC000002,1/22/2013 7:00,0.116
MAC000002,1/22/2013 7:30,0.072
MAC000002,1/22/2013 8:00,0.114
MAC000002,1/22/2013 8:30,0.072
MAC000002,1/22/2013 9:00,0.223
MAC000002,1/22/2013 9:30,0.157
MAC000002,1/22/2013 10:00,0.173
MAC000002,1/22/2013 10:30,0.688
MAC000002,1/22/2013 11:00,0.183
MAC000002,1/22/2013 11:30,0.407
MAC000002,1/22/2013 12:00,0.144
MAC000002,1/22/2013 12:30,0.144
MAC000002,1/22/2013 13:00,0.131
MAC000002,1/22/2013 13:30,0.403
MAC000002,1/22/2013 14:00,0.242
MAC000002,1/22/2013 14:30,0.166
MAC000002,1/22/2013 15:00,0.086
MAC000002,1/22/2013 15:30,0.154
MAC000002,1/22/2013 16:00,0.09
MAC000002,1/22/2013 16:30,0.15
MAC000002,1/22/2013 17:00,0.487
MAC000002,1/22/2013 17:30,0.325
MAC000002,1/22/2013 18:00,0.277
MAC000002,1/22/2013 18:30,0.252
MAC000002,1/22/2013 19:00,0.277
MAC000002,1/22/2013 19:30,0.229
MAC000002,1/22/2013 20:00,1.2920001
MAC000002,1/22/2013 20:30,0.205
MAC000002,1/22/2013 21:00,0.25
MAC000002,1/22/2013 21:30,0.244
MAC000002,1/22/2013 22:00,0.262
MAC000002,1/22/2013 22:30,0.253
MAC000002,1/22/2013 23:00,0.251
MAC000002,1/22/2013 23:30,0.263
MAC000002,1/23/2013 0:00,0.208
MAC000002,1/23/2013 0:30,0.251
MAC000002,1/23/2013 1:00,0.214
MAC000002,1/23/2013 1:30,0.259
MAC000002,1/23/2013 2:00,0.208
MAC000002,1/23/2013 2:30,0.12
MAC000002,1/23/2013 3:00,0.102
MAC000002,1/23/2013 3:30,0.095
MAC000002,1/23/2013 4:00,0.113
MAC000002,1/23/2013 4:30,0.083
MAC000002,1/23/2013 5:00,0.119
MAC000002,1/23/2013 5:30,0.074
MAC000002,1/23/2013 6:00,0.118
MAC000002,1/23/2013 6:30,0.074
MAC000002,1/23/2013 7:00,0.176
MAC000002,1/23/2013 7:30,0.152
MAC000002,1/23/2013 8:00,0.106
MAC000002,1/23/2013 8:30,0.081
MAC000002,1/23/2013 9:00,0.112
MAC000002,1/23/2013 9:30,0.077
MAC000002,1/23/2013 10:00,0.153
MAC000002,1/23/2013 10:30,0.078
MAC000002,1/23/2013 11:00,0.909
MAC000002,1/23/2013 11:30,0.204
MAC000002,1/23/2013 12:00,0.224
MAC000002,1/23/2013 12:30,0.33
MAC000002,1/23/2013 13:00,0.187
MAC000002,1/23/2013 13:30,0.161
MAC000002,1/23/2013 14:00,0.131
MAC000002,1/23/2013 14:30,0.301
MAC000002,1/23/2013 15:00,0.329
MAC000002,1/23/2013 15:30,0.408
MAC000002,1/23/2013 16:00,0.27
MAC000002,1/23/2013 16:30,0.316
MAC000002,1/23/2013 17:00,0.225
MAC000002,1/23/2013 17:30,0.182
MAC000002,1/23/2013 18:00,0.256
MAC000002,1/23/2013 18:30,0.325
MAC000002,1/23/2013 19:00,0.277
MAC000002,1/23/2013 19:30,0.31
MAC000002,1/23/2013 20:00,0.927
MAC000002,1/23/2013 20:30,0.25
MAC000002,1/23/2013 21:00,0.205
MAC000002,1/23/2013 21:30,0.292
MAC000002,1/23/2013 22:00,0.248
MAC000002,1/23/2013 22:30,0.255
MAC000002,1/23/2013 23:00,0.263
MAC000002,1/23/2013 23:30,0.232
MAC000002,1/24/2013 0:00,0.256
MAC000002,1/24/2013 0:30,0.204
MAC000002,1/24/2013 1:00,0.252
MAC000002,1/24/2013 1:30,0.214
MAC000002,1/24/2013 2:00,0.244
MAC000002,1/24/2013 2:30,0.232
MAC000002,1/24/2013 3:00,0.109
MAC000002,1/24/2013 3:30,0.118
MAC000002,1/24/2013 4:00,0.08
MAC000002,1/24/2013 4:30,0.12
MAC000002,1/24/2013 5:00,0.075
MAC000002,1/24/2013 5:30,0.117
MAC000002,1/24/2013 6:00,0.078
MAC000002,1/24/2013 6:30,0.114
MAC000002,1/24/2013 7:00,0.086
MAC000002,1/24/2013 7:30,0.102
MAC000002,1/24/2013 8:00,0.096
MAC000002,1/24/2013 8:30,0.09
MAC000002,1/24/2013 9:00,0.103
MAC000002,1/24/2013 9:30,0.084
MAC000002,1/24/2013 10:00,0.183
MAC000002,1/24/2013 10:30,0.142
MAC000002,1/24/2013 11:00,0.197
MAC000002,1/24/2013 11:30,0.438
MAC000002,1/24/2013 12:00,0.952
MAC000002,1/24/2013 12:30,0.22
MAC000002,1/24/2013 13:00,0.208
MAC000002,1/24/2013 13:30,0.171
MAC000002,1/24/2013 14:00,0.16
MAC000002,1/24/2013 14:30,0.177
MAC000002,1/24/2013 15:00,0.249
MAC000002,1/24/2013 15:30,1.022
MAC000002,1/24/2013 16:00,0.45
MAC000002,1/24/2013 16:30,0.244
MAC000002,1/24/2013 17:00,0.334
MAC000002,1/24/2013 17:30,0.384
MAC000002,1/24/2013 18:00,0.301
MAC000002,1/24/2013 18:30,0.2
MAC000002,1/24/2013 19:00,0.238
MAC000002,1/24/2013 19:30,0.207
MAC000002,1/24/2013 20:00,1.138
MAC000002,1/24/2013 20:30,0.241
MAC000002,1/24/2013 21:00,0.223
MAC000002,1/24/2013 21:30,0.259
MAC000002,1/24/2013 22:00,0.229
MAC000002,1/24/2013 22:30,0.276
MAC000002,1/24/2013 23:00,0.25
MAC000002,1/24/2013 23:30,0.257
MAC000002,1/25/2013 0:00,0.274
MAC000002,1/25/2013 0:30,0.225
MAC000002,1/25/2013 1:00,0.258
MAC000002,1/25/2013 1:30,0.22
MAC000002,1/25/2013 2:00,0.245
MAC000002,1/25/2013 2:30,0.235
MAC000002,1/25/2013 3:00,0.112
MAC000002,1/25/2013 3:30,0.122
MAC000002,1/25/2013 4:00,0.075
MAC000002,1/25/2013 4:30,0.118
MAC000002,1/25/2013 5:00,0.089
MAC000002,1/25/2013 5:30,0.103
MAC000002,1/25/2013 6:00,0.105
MAC000002,1/25/2013 6:30,0.086
MAC000002,1/25/2013 7:00,0.116
MAC000002,1/25/2013 7:30,0.074
MAC000002,1/25/2013 8:00,0.114
MAC000002,1/25/2013 8:30,0.072
MAC000002,1/25/2013 9:00,0.113
MAC000002,1/25/2013 9:30,0.077
MAC000002,1/25/2013 10:00,0.124
MAC000002,1/25/2013 10:30,0.197
MAC000002,1/25/2013 11:00,0.169
MAC000002,1/25/2013 11:30,0.756
MAC000002,1/25/2013 12:00,0.185
MAC000002,1/25/2013 12:30,0.254
MAC000002,1/25/2013 13:00,0.16
MAC000002,1/25/2013 13:30,0.112
MAC000002,1/25/2013 14:00,0.14
MAC000002,1/25/2013 14:30,0.328
MAC000002,1/25/2013 15:00,0.278
MAC000002,1/25/2013 15:30,0.185
MAC000002,1/25/2013 16:00,0.238
MAC000002,1/25/2013 16:30,0.525
MAC000002,1/25/2013 17:00,0.301
MAC000002,1/25/2013 17:30,0.328
MAC000002,1/25/2013 18:00,0.211
MAC000002,1/25/2013 18:30,0.57
MAC000002,1/25/2013 19:00,0.337
MAC000002,1/25/2013 19:30,0.661
MAC000002,1/25/2013 20:00,0.604
MAC000002,1/25/2013 20:30,0.239
MAC000002,1/25/2013 21:00,0.232
MAC000002,1/25/2013 21:30,0.278
MAC000002,1/25/2013 22:00,0.23
MAC000002,1/25/2013 22:30,0.276
MAC000002,1/25/2013 23:00,0.244
MAC000002,1/25/2013 23:30,0.265
MAC000002,1/26/2013 0:00,0.256
MAC000002,1/26/2013 0:30,0.241
MAC000002,1/26/2013 1:00,0.253
MAC000002,1/26/2013 1:30,0.222
MAC000002,1/26/2013 2:00,0.262
MAC000002,1/26/2013 2:30,0.118
MAC000002,1/26/2013 3:00,0.128
MAC000002,1/26/2013 3:30,0.074
MAC000002,1/26/2013 4:00,0.122
MAC000002,1/26/2013 4:30,0.08
MAC000002,1/26/2013 5:00,0.116
MAC000002,1/26/2013 5:30,0.088
MAC000002,1/26/2013 6:00,0.106
MAC000002,1/26/2013 6:30,0.096
MAC000002,1/26/2013 7:00,0.098
MAC000002,1/26/2013 7:30,0.102
MAC000002,1/26/2013 8:00,0.091
MAC000002,1/26/2013 8:30,0.106
MAC000002,1/26/2013 9:00,0.084
MAC000002,1/26/2013 9:30,0.111
MAC000002,1/26/2013 10:00,0.112
MAC000002,1/26/2013 10:30,0.118
MAC000002,1/26/2013 11:00,0.48
MAC000002,1/26/2013 11:30,0.339
MAC000002,1/26/2013 12:00,0.208
MAC000002,1/26/2013 12:30,0.308
MAC000002,1/26/2013 13:00,0.081
MAC000002,1/26/2013 13:30,0.12
MAC000002,1/26/2013 14:00,0.127
MAC000002,1/26/2013 14:30,0.277
MAC000002,1/26/2013 15:00,0.41
MAC000002,1/26/2013 15:30,0.349
MAC000002,1/26/2013 16:00,0.234
MAC000002,1/26/2013 16:30,0.276
MAC000002,1/26/2013 17:00,0.299
MAC000002,1/26/2013 17:30,0.179
MAC000002,1/26/2013 18:00,0.24
MAC000002,1/26/2013 18:30,0.751
MAC000002,1/26/2013 19:00,0.699
MAC000002,1/26/2013 19:30,0.718
MAC000002,1/26/2013 20:00,1.603
MAC000002,1/26/2013 20:30,0.821
MAC000002,1/26/2013 21:00,0.642
MAC000002,1/26/2013 21:30,1.155
MAC000002,1/26/2013 22:00,1.401
MAC000002,1/26/2013 22:30,1.23
MAC000002,1/26/2013 23:00,0.219
MAC000002,1/26/2013 23:30,0.198
MAC000002,1/27/2013 0:00,0.235
MAC000002,1/27/2013 0:30,0.181
MAC000002,1/27/2013 1:00,0.209
MAC000002,1/27/2013 1:30,0.142
MAC000002,1/27/2013 2:00,0.183
MAC000002,1/27/2013 2:30,0.148
MAC000002,1/27/2013 3:00,0.164
MAC000002,1/27/2013 3:30,0.115
MAC000002,1/27/2013 4:00,0.099
MAC000002,1/27/2013 4:30,0.111
MAC000002,1/27/2013 5:00,0.086
MAC000002,1/27/2013 5:30,0.121
MAC000002,1/27/2013 6:00,0.076
MAC000002,1/27/2013 6:30,0.121
MAC000002,1/27/2013 7:00,0.075
MAC000002,1/27/2013 7:30,0.12
MAC000002,1/27/2013 8:00,0.074
MAC000002,1/27/2013 8:30,0.121
MAC000002,1/27/2013 9:00,0.084
MAC000002,1/27/2013 9:30,0.11
MAC000002,1/27/2013 10:00,0.092
MAC000002,1/27/2013 10:30,0.864
MAC000002,1/27/2013 11:00,0.471
MAC000002,1/27/2013 11:30,0.414
MAC000002,1/27/2013 12:00,0.311
MAC000002,1/27/2013 12:30,0.082
MAC000002,1/27/2013 13:00,0.222
MAC000002,1/27/2013 13:30,0.352
MAC000002,1/27/2013 14:00,0.286
MAC000002,1/27/2013 14:30,0.119
MAC000002,1/27/2013 15:00,0.408
MAC000002,1/27/2013 15:30,0.218
MAC000002,1/27/2013 16:00,0.44
MAC000002,1/27/2013 16:30,0.206
MAC000002,1/27/2013 17:00,0.211
MAC000002,1/27/2013 17:30,0.266
MAC000002,1/27/2013 18:00,0.233
MAC000002,1/27/2013 18:30,0.282
MAC000002,1/27/2013 19:00,0.297
MAC000002,1/27/2013 19:30,0.287
MAC000002,1/27/2013 20:00,0.951
MAC000002,1/27/2013 20:30,0.207
MAC000002,1/27/2013 21:00,0.254
MAC000002,1/27/2013 21:30,0.25
MAC000002,1/27/2013 22:00,0.255
MAC000002,1/27/2013 22:30,0.329
MAC000002,1/27/2013 23:00,0.306
MAC000002,1/27/2013 23:30,0.278
MAC000002,1/28/2013 0:00,0.208
MAC000002,1/28/2013 0:30,0.26
MAC000002,1/28/2013 1:00,0.213
MAC000002,1/28/2013 1:30,0.225
MAC000002,1/28/2013 2:00,0.101
MAC000002,1/28/2013 2:30,0.111
MAC000002,1/28/2013 3:00,0.106
MAC000002,1/28/2013 3:30,0.1
MAC000002,1/28/2013 4:00,0.116
MAC000002,1/28/2013 4:30,0.086
MAC000002,1/28/2013 5:00,0.123
MAC000002,1/28/2013 5:30,0.074
MAC000002,1/28/2013 6:00,0.123
MAC000002,1/28/2013 6:30,0.075
MAC000002,1/28/2013 7:00,0.12
MAC000002,1/28/2013 7:30,0.085
MAC000002,1/28/2013 8:00,0.109
MAC000002,1/28/2013 8:30,0.128
MAC000002,1/28/2013 9:00,0.45
MAC000002,1/28/2013 9:30,0.191
MAC000002,1/28/2013 10:00,0.085
MAC000002,1/28/2013 10:30,0.151
MAC000002,1/28/2013 11:00,0.073
MAC000002,1/28/2013 11:30,0.118
MAC000002,1/28/2013 12:00,0.106
MAC000002,1/28/2013 12:30,0.397
MAC000002,1/28/2013 13:00,0.459
MAC000002,1/28/2013 13:30,0.149
MAC000002,1/28/2013 14:00,0.162
MAC000002,1/28/2013 14:30,0.103
MAC000002,1/28/2013 15:00,0.134
MAC000002,1/28/2013 15:30,0.101
MAC000002,1/28/2013 16:00,0.147
